image_path,output
test/37221.jpg,"[[{'left': 0.455078125, 'top': 0.3392857142857143, 'width': 0.25065104166666663, 'height': 0.15625, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.3092447916666667, 'top': 0.3854166666666667, 'width': 0.05729166666666663, 'height': 0.09077380952380948, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.818359375, 'top': 0.3229166666666667, 'width': 0.07682291666666663, 'height': 0.14136904761904762, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37218.jpg,"[[{'left': 0.022135416666666668, 'top': 0.29910714285714285, 'width': 0.16927083333333334, 'height': 0.1785714285714286, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37204.jpg,"[[{'left': 0.19466145833333334, 'top': 0.33779761904761907, 'width': 0.20898437499999997, 'height': 0.19345238095238093, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.06901041666666667, 'top': 0.5, 'width': 0.09440104166666667, 'height': 0.09375, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37203.jpg,"[[{'left': 0.42578125, 'top': 0.3869047619047619, 'width': 0.08854166666666663, 'height': 0.08333333333333331, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.421875, 'top': 0.2604166666666667, 'width': 0.09375, 'height': 0.10714285714285715, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.4251302083333333, 'top': 0.19047619047619047, 'width': 0.04231770833333337, 'height': 0.06398809523809523, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.46875, 'top': 0.17857142857142858, 'width': 0.02734375, 'height': 0.05654761904761904, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37202.jpg,"[[{'left': 0.3424479166666667, 'top': 0.5446428571428571, 'width': 0.0703125, 'height': 0.4285714285714286, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37199.jpg,"[[{'left': 0.541015625, 'top': 0.1875, 'width': 0.2421875, 'height': 0.34970238095238093, 'shape': 'rectangle', 'label': 'АА\nААА\n\nААУ\n\nЦ\n\nААА\n\n_ =\n\n \n\x0c'}, {'left': 0.798828125, 'top': 0.1636904761904762, 'width': 0.19986979166666663, 'height': 0.3928571428571429, 'shape': 'rectangle', 'label': 'АА\nААА\n\nААУ\n\nЦ\n\nААА\n\n_ =\n\n \n\x0c'}]]"
test/37198.jpg,"[[{'left': 0.0006510416666666666, 'top': 0.18898809523809523, 'width': 0.14192708333333334, 'height': 0.25297619047619047, 'shape': 'rectangle', 'label': '     \n\nИ И р\nПИ |\n\nА\nПА ВАА\n\n|\n\x0c'}]]"
test/37187.jpg,"[[{'left': 0.7311197916666666, 'top': 0.31101190476190477, 'width': 0.08203125, 'height': 0.23809523809523814, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.9641927083333334, 'top': 0.41369047619047616, 'width': 0.03580729166666663, 'height': 0.18898809523809523, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37186.jpg,"[[{'left': 0.220703125, 'top': 0.1636904761904762, 'width': 0.30989583333333337, 'height': 0.36458333333333337, 'shape': 'rectangle', 'label': ' \n \n \n\n—ь ПТС\n1 ®\n\nТА ==\n\n \n\n  \n\x0c'}, {'left': 0.2923177083333333, 'top': 0.5684523809523809, 'width': 0.09049479166666669, 'height': 0.16220238095238093, 'shape': 'rectangle', 'label': ' \n \n \n\n—ь ПТС\n1 ®\n\nТА ==\n\n \n\n  \n\x0c'}, {'left': 0.4407552083333333, 'top': 0.5729166666666666, 'width': 0.09960937500000006, 'height': 0.12797619047619047, 'shape': 'rectangle', 'label': ' \n \n \n\n—ь ПТС\n1 ®\n\nТА ==\n\n \n\n  \n\x0c'}]]"
test/37185.jpg,"[[{'left': 0.763671875, 'top': 0.5238095238095238, 'width': 0.22526041666666663, 'height': 0.16666666666666663, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.8138020833333334, 'top': 0.6904761904761905, 'width': 0.13411458333333326, 'height': 0.13095238095238093, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37180.jpg,"[[{'left': 0.0032552083333333335, 'top': 0.5059523809523809, 'width': 0.08919270833333334, 'height': 0.11011904761904767, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.12174479166666667, 'top': 0.5193452380952381, 'width': 0.13216145833333331, 'height': 0.09375, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.1015625, 'top': 0.19642857142857142, 'width': 0.09244791666666666, 'height': 0.11458333333333334, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.18684895833333334, 'top': 0, 'width': 0.09505208333333334, 'height': 0.11011904761904762, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.3385416666666667, 'top': 0.5461309523809523, 'width': 0.057942708333333315, 'height': 0.055059523809523836, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.40625, 'top': 0.5595238095238095, 'width': 0.06640625, 'height': 0.04315476190476186, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.3430989583333333, 'top': 0.30654761904761907, 'width': 0.043619791666666685, 'height': 0.058035714285714246, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.4036458333333333, 'top': 0.3288690476190476, 'width': 0.06705729166666669, 'height': 0.07440476190476192, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.3470052083333333, 'top': 0.09821428571428571, 'width': 0.04427083333333337, 'height': 0.0818452380952381, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.40234375, 'top': 0.14732142857142858, 'width': 0.07291666666666669, 'height': 0.08928571428571427, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.5319010416666666, 'top': 0.23363095238095238, 'width': 0.04557291666666674, 'height': 0.0669642857142857, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.5143229166666666, 'top': 0.3705357142857143, 'width': 0.06119791666666674, 'height': 0.06994047619047616, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.5266927083333334, 'top': 0.5595238095238095, 'width': 0.07552083333333326, 'height': 0.04613095238095233, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}, {'left': 0.6080729166666666, 'top': 0.23958333333333334, 'width': 0.0546875, 'height': 0.0907738095238095, 'shape': 'rectangle', 'label': '  \n\nБК @® кальяны!\n\n= м\n| = и: | Г || =\nРИ о 1\n9 и стой 22 Р 1 ———“\n\nИ т\nя ШВЕЙЦИУСКИЕ ЧАСЫ\n\n  \n \n\n——>:\n\n    \n\n \n\n \n\x0c'}]]"
test/37176.jpg,"[[{'left': 0, 'top': 0.3705357142857143, 'width': 0.033854166666666664, 'height': 0.09077380952380953, 'shape': 'rectangle', 'label': 'Пе...\n\nгот\nПу АТ\nЕ РГ\n\nМ |||\n\n|\n\nое 1 ||\n\nПТИ\nЧИ. и\nЕ Ш\n\nт чт\nммм\n\n \n\x0c'}, {'left': 0.2903645833333333, 'top': 0.9122023809523809, 'width': 0.07682291666666669, 'height': 0.08630952380952384, 'shape': 'rectangle', 'label': 'Пе...\n\nгот\nПу АТ\nЕ РГ\n\nМ |||\n\n|\n\nое 1 ||\n\nПТИ\nЧИ. и\nЕ Ш\n\nт чт\nммм\n\n \n\x0c'}]]"
test/37173.jpg,"[[{'left': 0.8177083333333334, 'top': 0.6136701337295691, 'width': 0.08984375, 'height': 0.07132243684992567, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37168.jpg,"[[{'left': 0.5611979166666666, 'top': 0.4211309523809524, 'width': 0.17513020833333337, 'height': 0.14583333333333331, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.7526041666666666, 'top': 0.375, 'width': 0.05598958333333337, 'height': 0.15029761904761907, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.87890625, 'top': 0.46577380952380953, 'width': 0.04231770833333337, 'height': 0.1294642857142857, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37160.jpg,"[[{'left': 0.08919270833333333, 'top': 0.39285714285714285, 'width': 0.12760416666666669, 'height': 0.17261904761904762, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.234375, 'top': 0.49255952380952384, 'width': 0.06380208333333331, 'height': 0.04761904761904756, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.4654947916666667, 'top': 0.5386904761904762, 'width': 0.02408854166666663, 'height': 0.06547619047619047, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.64453125, 'top': 0.41517857142857145, 'width': 0.078125, 'height': 0.08035714285714285, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.7194010416666666, 'top': 0.3482142857142857, 'width': 0.04752604166666674, 'height': 0.20833333333333337, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.9212239583333334, 'top': 0.34375, 'width': 0.07747395833333326, 'height': 0.08630952380952384, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37151.jpg,"[[{'shape': 'rectangle', 'left': 0.3600260416666667, 'top': 0.6017830609212481, 'width': 0.1640625, 'height': 0.08766716196136701, 'label': '   \n \n\nи\n\n \n\x0c'}, {'shape': 'rectangle', 'left': 0.11848958333333333, 'top': 0.6419019316493314, 'width': 0.185546875, 'height': 0.12778603268945013, 'label': '   \n \n\nи\n\n \n\x0c'}]]"
test/37140.jpg,"[[{'left': 0.287109375, 'top': 0.5438335809806835, 'width': 0.06705729166666669, 'height': 0.17087667161961373, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.24869791666666666, 'top': 0.05943536404160475, 'width': 0.07812500000000003, 'height': 0.29569093610698366, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.27734375, 'top': 0.37147102526002973, 'width': 0.06380208333333331, 'height': 0.17384843982169385, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.3430989583333333, 'top': 0.3521545319465082, 'width': 0.06705729166666669, 'height': 0.22139673105497765, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37133.jpg,"[[{'left': 0.00390625, 'top': 0.5267857142857143, 'width': 0.04296875, 'height': 0.15922619047619047, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.2571614583333333, 'top': 0.5193452380952381, 'width': 0.15234375, 'height': 0.13690476190476186, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.4127604166666667, 'top': 0.49255952380952384, 'width': 0.029296875, 'height': 0.09077380952380953, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.484375, 'top': 0.47470238095238093, 'width': 0.04557291666666663, 'height': 0.0758928571428572, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.708984375, 'top': 0.4181547619047619, 'width': 0.28971354166666663, 'height': 0.21874999999999994, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37126.jpg,"[[{'shape': 'rectangle', 'left': 0.529296875, 'top': 0.5580357142857143, 'width': 0.24674479166666666, 'height': 0.11458333333333341, 'label': ' \n\x0c'}]]"
test/37117.jpg,"[[{'left': 0.6920572916666666, 'top': 0.004464285714285714, 'width': 0.10221354166666674, 'height': 0.17559523809523808, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.5846354166666666, 'top': 0.30357142857142855, 'width': 0.05143229166666674, 'height': 0.0625, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37113.jpg,"[[{'left': 0.09049479166666667, 'top': 0.07291666666666667, 'width': 0.173828125, 'height': 0.2961309523809524, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37112.jpg,"[[{'left': 0.22526041666666666, 'top': 0.25892857142857145, 'width': 0.11458333333333334, 'height': 0.15922619047619047, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.79296875, 'top': 0.15029761904761904, 'width': 0.19661458333333337, 'height': 0.18898809523809526, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37099.jpg,"[[{'left': 0.30859375, 'top': 0.19940476190476192, 'width': 0.11002604166666669, 'height': 0.04166666666666666, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.4817708333333333, 'top': 0.1636904761904762, 'width': 0.18424479166666669, 'height': 0.08928571428571427, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.4088541666666667, 'top': 0.4211309523809524, 'width': 0.06770833333333331, 'height': 0.06398809523809523, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.7057291666666666, 'top': 0.11458333333333333, 'width': 0.27408854166666674, 'height': 0.13095238095238093, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37095.jpg,"[[{'left': 0.7486979166666666, 'top': 0.25, 'width': 0.20833333333333337, 'height': 0.17113095238095238, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37090.jpg,"[[{'left': 0.061848958333333336, 'top': 0.27380952380952384, 'width': 0.154296875, 'height': 0.10119047619047616, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37081.jpg,"[[{'left': 0.001953125, 'top': 0.21577380952380953, 'width': 0.16536458333333334, 'height': 0.22172619047619047, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.22005208333333334, 'top': 0.22172619047619047, 'width': 0.16666666666666666, 'height': 0.20833333333333337, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.44921875, 'top': 0.21279761904761904, 'width': 0.26236979166666663, 'height': 0.1755952380952381, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.13411458333333334, 'top': 0.47023809523809523, 'width': 0.055989583333333315, 'height': 0.06547619047619047, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37078.jpg,"[[{'left': 0.0006510416666666666, 'top': 0.22321428571428573, 'width': 0.07682291666666666, 'height': 0.0952380952380952, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.07421875, 'top': 0.41517857142857145, 'width': 0.02473958333333333, 'height': 0.038690476190476164, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.07421875, 'top': 0.4166666666666667, 'width': 0.02408854166666667, 'height': 0.17261904761904762, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37076.jpg,"[[{'left': 0.24674479166666666, 'top': 0.30952380952380953, 'width': 0.11783854166666666, 'height': 0.08482142857142855, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.2708333333333333, 'top': 0.4479166666666667, 'width': 0.039713541666666685, 'height': 0.07440476190476192, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.5559895833333334, 'top': 0.4017857142857143, 'width': 0.05729166666666663, 'height': 0.07738095238095238, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.6451822916666666, 'top': 0.40327380952380953, 'width': 0.095703125, 'height': 0.09226190476190477, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37075.jpg,"[[{'left': 0.8216145833333334, 'top': 0.3854166666666667, 'width': 0.04557291666666663, 'height': 0.05654761904761901, 'shape': 'rectangle', 'label': '   \n\nы\n\nМГ №\nу рдь\n|\n\nК\n\nр | р $\n\nг 1 2\n\nА |\n\nм\n9 ЧЕ\nт а м\n\nги \\\n\x0c'}, {'left': 0.958984375, 'top': 0.36904761904761907, 'width': 0.03841145833333337, 'height': 0.046130952380952384, 'shape': 'rectangle', 'label': '   \n\nы\n\nМГ №\nу рдь\n|\n\nК\n\nр | р $\n\nг 1 2\n\nА |\n\nм\n9 ЧЕ\nт а м\n\nги \\\n\x0c'}, {'left': 0.7897135416666666, 'top': 0.4255952380952381, 'width': 0.01953125, 'height': 0.06845238095238099, 'shape': 'rectangle', 'label': '   \n\nы\n\nМГ №\nу рдь\n|\n\nК\n\nр | р $\n\nг 1 2\n\nА |\n\nм\n9 ЧЕ\nт а м\n\nги \\\n\x0c'}, {'left': 0.8704427083333334, 'top': 0.3958333333333333, 'width': 0.01822916666666663, 'height': 0.20535714285714285, 'shape': 'rectangle', 'label': '   \n\nы\n\nМГ №\nу рдь\n|\n\nК\n\nр | р $\n\nг 1 2\n\nА |\n\nм\n9 ЧЕ\nт а м\n\nги \\\n\x0c'}]]"
test/37074.jpg,"[[{'left': 0.208984375, 'top': 0.17559523809523808, 'width': 0.16861979166666669, 'height': 0.1785714285714286, 'shape': 'rectangle', 'label': ' \n\n \n\x0c'}, {'left': 0.484375, 'top': 0.18601190476190477, 'width': 0.12174479166666663, 'height': 0.17410714285714285, 'shape': 'rectangle', 'label': ' \n\n \n\x0c'}]]"
test/37073.jpg,"[[{'left': 0.3014322916666667, 'top': 0.13839285714285715, 'width': 0.17708333333333331, 'height': 0.2857142857142857, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.4934895833333333, 'top': 0.1636904761904762, 'width': 0.13802083333333331, 'height': 0.28422619047619047, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.6510416666666666, 'top': 0.16666666666666666, 'width': 0.14453125, 'height': 0.28422619047619047, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37072.jpg,"[[{'left': 0.5813802083333334, 'top': 0.1488095238095238, 'width': 0.208984375, 'height': 0.20833333333333334, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.763671875, 'top': 0.36904761904761907, 'width': 0.08984375, 'height': 0.22619047619047616, 'shape': 'rectangle', 'label': ' \n\x0c'}, {'left': 0.5553385416666666, 'top': 0.3645833333333333, 'width': 0.06901041666666674, 'height': 0.07440476190476192, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
test/37070.jpg,"[[{'left': 0.052083333333333336, 'top': 0.39880952380952384, 'width': 0.2643229166666667, 'height': 0.2901785714285714, 'shape': 'rectangle', 'label': ' \n\x0c'}]]"
